
plan_title,plan_id,plan_duration,plan_tags,plan_author,plan_cover,plan_day_breaks,spot_name,spot_lat,spot_lng,spot_photo,spot_comment,spot_stay_time,spot_is_accommodation
東京中心絶景巡り半日,2,half,文化|体験|絶景|グルメ|寺社,潮の夢追い人,https://picsum.photos/800/600?random=24912,,東京スカイツリー,35.710064,139.810699,,絶景が広がり写真映えします。,107,False
東京中心絶景巡り半日,2,half,文化|体験|絶景|グルメ|寺社,潮の夢追い人,https://picsum.photos/800/600?random=24912,,浅草寺,35.714661,139.796783,,静かな空間で癒されます。,76,False
その他ショッピング1泊2日,3,2days,文化|芸術|温泉|歴史|寺社|宿泊,虹の探検家,https://picsum.photos/800/600?random=20674,3,伊勢神宮,34.455,136.72583,https://picsum.photos/400/300?random=13827,四季折々の景色が楽しめます。,70,False
その他ショッピング1泊2日,3,2days,文化|芸術|温泉|歴史|寺社|宿泊,虹の探検家,https://picsum.photos/800/600?random=20674,3,鳴門の渦潮,34.23833,134.65139,https://picsum.photos/400/300?random=32718,旬の食材を味わえる名店です。,116,False
その他ショッピング1泊2日,3,2days,文化|芸術|温泉|歴史|寺社|宿泊,虹の探検家,https://picsum.photos/800/600?random=20674,3,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,516,True
その他ショッピング1泊2日,3,2days,文化|芸術|温泉|歴史|寺社|宿泊,虹の探検家,https://picsum.photos/800/600?random=20674,3,広島平和記念資料館,34.39556,132.45361,https://picsum.photos/400/300?random=16163,静かな空間で癒されます。,64,False
その他ショッピング1泊2日,3,2days,文化|芸術|温泉|歴史|寺社|宿泊,虹の探検家,https://picsum.photos/800/600?random=20674,3,倉敷美観地区,34.595699,133.771701,https://picsum.photos/400/300?random=38312,旬の食材を味わえる名店です。,104,False
その他ショッピング1泊2日,3,2days,文化|芸術|温泉|歴史|寺社|宿泊,虹の探検家,https://picsum.photos/800/600?random=20674,3,ねぶたの家ワ・ラッセ,40.829556,140.735944,https://picsum.photos/400/300?random=14374,美味しいグルメが楽しめます。,62,False
沖縄ショッピング日帰り,4,day,体験|芸術|レジャー,空音楽家,https://picsum.photos/800/600?random=25217,,美ら海水族館,26.69439,127.87794,https://picsum.photos/400/300?random=30675,静かな空間で癒されます。,46,False
沖縄ショッピング日帰り,4,day,体験|芸術|レジャー,空音楽家,https://picsum.photos/800/600?random=25217,,首里城,26.217003,127.71942,,歴史と文化を感じられる名所です。,73,False
沖縄ショッピング日帰り,4,day,体験|芸術|レジャー,空音楽家,https://picsum.photos/800/600?random=25217,,玉泉洞,26.134,127.7558,,静かな空間で癒されます。,64,False
沖縄ショッピング日帰り,4,day,体験|芸術|レジャー,空音楽家,https://picsum.photos/800/600?random=25217,,国際通り,26.215146,127.684854,,都会の喧騒を忘れさせてくれます。,63,False
沖縄ショッピング日帰り,4,day,体験|芸術|レジャー,空音楽家,https://picsum.photos/800/600?random=25217,,万座毛,26.507833,127.850389,https://picsum.photos/400/300?random=10366,迫力ある景観に感動します。,60,False
箱根・伊豆神社仏閣巡り半日,5,half,テーマパーク|ファミリー|文化|自然|温泉,光の旅人,https://picsum.photos/800/600?random=35349,,大涌谷,35.243481,139.019405,,四季折々の景色が楽しめます。,50,False
箱根・伊豆神社仏閣巡り半日,5,half,テーマパーク|ファミリー|文化|自然|温泉,光の旅人,https://picsum.photos/800/600?random=35349,,芦ノ湖,35.200764,139.026839,https://picsum.photos/400/300?random=7332,都会の喧騒を忘れさせてくれます。,86,False
箱根・伊豆神社仏閣巡り半日,5,half,テーマパーク|ファミリー|文化|自然|温泉,光の旅人,https://picsum.photos/800/600?random=35349,,大室山,34.90349,139.095764,,家族連れにも人気のスポットです。,60,False
箱根・伊豆神社仏閣巡り半日,5,half,テーマパーク|ファミリー|文化|自然|温泉,光の旅人,https://picsum.photos/800/600?random=35349,,箱根湯本駅,35.23316,139.103958,https://picsum.photos/400/300?random=37183,絶景が広がり写真映えします。,40,False
箱根・伊豆神社仏閣巡り半日,5,half,テーマパーク|ファミリー|文化|自然|温泉,光の旅人,https://picsum.photos/800/600?random=35349,,城ヶ崎海岸,34.891048,139.13992,,絶景が広がり写真映えします。,98,False
関西文化体験1泊2日,6,2days,都会|ファミリー|レジャー|文化|テーマパーク|宿泊,空の散歩者,https://picsum.photos/800/600?random=45212,3,ユニバーサル・スタジオ・ジャパン,34.665394,135.432526,,旬の食材を味わえる名店です。,81,False
関西文化体験1泊2日,6,2days,都会|ファミリー|レジャー|文化|テーマパーク|宿泊,空の散歩者,https://picsum.photos/800/600?random=45212,3,奈良公園,34.685008,135.842947,,迫力ある景観に感動します。,117,False
関西文化体験1泊2日,6,2days,都会|ファミリー|レジャー|文化|テーマパーク|宿泊,空の散歩者,https://picsum.photos/800/600?random=45212,3,有馬温泉旅館,34.7922,135.25,,ゆっくりと宿泊できる施設です。,543,True
関西文化体験1泊2日,6,2days,都会|ファミリー|レジャー|文化|テーマパーク|宿泊,空の散歩者,https://picsum.photos/800/600?random=45212,3,二条城,35.014168,135.747498,https://picsum.photos/400/300?random=22157,歴史と文化を感じられる名所です。,67,False
関西文化体験1泊2日,6,2days,都会|ファミリー|レジャー|文化|テーマパーク|宿泊,空の散歩者,https://picsum.photos/800/600?random=45212,3,有馬温泉,34.7922,135.25,https://picsum.photos/400/300?random=38565,自然豊かな散策が楽しめます。,60,False
関西文化体験1泊2日,6,2days,都会|ファミリー|レジャー|文化|テーマパーク|宿泊,空の散歩者,https://picsum.photos/800/600?random=45212,3,伏見稲荷大社,34.967519,135.77971,https://picsum.photos/400/300?random=41360,歴史と文化を感じられる名所です。,59,False
関西神社仏閣巡り日帰り,7,day,テーマパーク|文化|絶景,森林の漫遊者,https://picsum.photos/800/600?random=14041,,大阪城,34.6873,135.5259,https://picsum.photos/400/300?random=37424,四季折々の景色が楽しめます。,60,False
関西神社仏閣巡り日帰り,7,day,テーマパーク|文化|絶景,森林の漫遊者,https://picsum.photos/800/600?random=14041,,金閣寺,35.039529,135.729537,https://picsum.photos/400/300?random=30997,旬の食材を味わえる名店です。,42,False
九州グルメツアー日帰り,8,day,レジャー|寺社|ショッピング|祭り,風の絵描き,https://picsum.photos/800/600?random=42825,,太宰府天満宮,33.519497,130.534331,https://picsum.photos/400/300?random=47725,都会の喧騒を忘れさせてくれます。,43,False
九州グルメツアー日帰り,8,day,レジャー|寺社|ショッピング|祭り,風の絵描き,https://picsum.photos/800/600?random=42825,,水前寺成趣園,32.790875,130.734725,https://picsum.photos/400/300?random=12466,静かな空間で癒されます。,58,False
その他グルメツアー半日,9,half,文化|都会|グルメ|ショッピング,星空の詩人,https://picsum.photos/800/600?random=36067,,栗林公園,34.329591,134.043968,https://picsum.photos/400/300?random=35428,歴史と文化を感じられる名所です。,35,False
その他グルメツアー半日,9,half,文化|都会|グルメ|ショッピング,星空の詩人,https://picsum.photos/800/600?random=36067,,伊勢神宮,34.455,136.72583,,自然豊かな散策が楽しめます。,51,False
その他グルメツアー半日,9,half,文化|都会|グルメ|ショッピング,星空の詩人,https://picsum.photos/800/600?random=36067,,広島平和記念資料館,34.39556,132.45361,https://picsum.photos/400/300?random=31547,自然豊かな散策が楽しめます。,85,False
東京中心ショッピング90分,10,90m,レジャー|絶景|体験,空異邦人,https://picsum.photos/800/600?random=18695,,浅草寺,35.714661,139.796783,,静かな空間で癒されます。,72,False
東京中心ショッピング90分,10,90m,レジャー|絶景|体験,空異邦人,https://picsum.photos/800/600?random=18695,,東京タワー,35.658581,139.745438,,美味しいグルメが楽しめます。,54,False
東京中心ショッピング90分,10,90m,レジャー|絶景|体験,空異邦人,https://picsum.photos/800/600?random=18695,,ダイバーシティ東京,35.62521,139.77545,https://picsum.photos/400/300?random=3833,四季折々の景色が楽しめます。,83,False
東京中心自然満喫90分,11,90m,歴史|ファミリー|ショッピング,川行者,https://picsum.photos/800/600?random=34808,,渋谷スクランブル交差点,35.6595,139.70056,https://picsum.photos/400/300?random=33282,絶景が広がり写真映えします。,53,False
東京中心自然満喫90分,11,90m,歴史|ファミリー|ショッピング,川行者,https://picsum.photos/800/600?random=34808,,上野公園,35.712223,139.771118,https://picsum.photos/400/300?random=4454,自然豊かな散策が楽しめます。,85,False
その他神社仏閣巡り日帰り,12,day,ファミリー|歴史|寺社|グルメ|レジャー,花の旅好き,https://picsum.photos/800/600?random=37043,,弘前城,40.60694,140.46444,https://picsum.photos/400/300?random=17090,自然豊かな散策が楽しめます。,72,False
その他神社仏閣巡り日帰り,12,day,ファミリー|歴史|寺社|グルメ|レジャー,花の旅好き,https://picsum.photos/800/600?random=37043,,松本城,36.23889,137.96917,,自然豊かな散策が楽しめます。,46,False
関西グルメツアー半日,13,half,温泉|体験|グルメ|歴史,草原の詩人,https://picsum.photos/800/600?random=36897,,ユニバーサル・スタジオ・ジャパン,34.665394,135.432526,https://picsum.photos/400/300?random=13970,静かな空間で癒されます。,68,False
関西グルメツアー半日,13,half,温泉|体験|グルメ|歴史,草原の詩人,https://picsum.photos/800/600?random=36897,,奈良公園,34.685008,135.842947,https://picsum.photos/400/300?random=22873,絶景が広がり写真映えします。,116,False
関西グルメツアー半日,13,half,温泉|体験|グルメ|歴史,草原の詩人,https://picsum.photos/800/600?random=36897,,神戸ハーバーランド,34.678806,135.180702,https://picsum.photos/400/300?random=18677,美味しいグルメが楽しめます。,86,False
関西グルメツアー半日,13,half,温泉|体験|グルメ|歴史,草原の詩人,https://picsum.photos/800/600?random=36897,,伏見稲荷大社,34.967519,135.77971,,家族連れにも人気のスポットです。,108,False
北海道絶景巡り日帰り,14,day,寺社|グルメ|祭り,夕日の語り,https://picsum.photos/800/600?random=17849,,札幌時計台,43.06249,141.35343,,都会の喧騒を忘れさせてくれます。,56,False
北海道絶景巡り日帰り,14,day,寺社|グルメ|祭り,夕日の語り,https://picsum.photos/800/600?random=17849,,旭山動物園,43.745486,142.4366,,家族連れにも人気のスポットです。,92,False
北海道絶景巡り日帰り,14,day,寺社|グルメ|祭り,夕日の語り,https://picsum.photos/800/600?random=17849,,青い池,43.493583,142.614028,https://picsum.photos/400/300?random=3330,絶景が広がり写真映えします。,100,False
北海道絶景巡り日帰り,14,day,寺社|グルメ|祭り,夕日の語り,https://picsum.photos/800/600?random=17849,,サッポロビール博物館,43.0715,141.36893,https://picsum.photos/400/300?random=18133,歴史と文化を感じられる名所です。,30,False
北海道絶景巡り日帰り,14,day,寺社|グルメ|祭り,夕日の語り,https://picsum.photos/800/600?random=17849,,大通公園,43.059742,141.346532,https://picsum.photos/400/300?random=8574,家族連れにも人気のスポットです。,70,False
北海道絶景巡り日帰り,14,day,寺社|グルメ|祭り,夕日の語り,https://picsum.photos/800/600?random=17849,,藻岩山,43.0225,141.32222,,静かな空間で癒されます。,120,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,サッポロビール博物館,43.0715,141.36893,https://picsum.photos/400/300?random=16354,絶景が広がり写真映えします。,52,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,札幌時計台,43.06249,141.35343,,旬の食材を味わえる名店です。,109,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,洞爺湖,42.57889,140.85444,,自然豊かな散策が楽しめます。,85,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,登別温泉ホテル,42.497587,141.148596,,ゆっくりと宿泊できる施設です。,705,True
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,大通公園,43.059742,141.346532,https://picsum.photos/400/300?random=11755,都会の喧騒を忘れさせてくれます。,110,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,青い池,43.493583,142.614028,,自然豊かな散策が楽しめます。,77,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,旭山動物園,43.745486,142.4366,https://picsum.photos/400/300?random=45959,絶景が広がり写真映えします。,84,False
北海道温泉旅1泊2日,15,2days,自然|歴史|絶景|温泉|宿泊,太陽のファン,https://picsum.photos/800/600?random=2615,4,小樽運河,43.199958,141.001706,,迫力ある景観に感動します。,58,False
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,鳴門の渦潮,34.23833,134.65139,,絶景が広がり写真映えします。,116,False
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,628,True
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,広島平和記念資料館,34.39556,132.45361,,家族連れにも人気のスポットです。,32,False
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,568,True
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,松本城,36.23889,137.96917,,都会の喧騒を忘れさせてくれます。,57,False
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,509,True
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,松島,38.380167,141.067333,https://picsum.photos/400/300?random=37788,自然豊かな散策が楽しめます。,76,False
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,480,True
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,栗林公園,34.329591,134.043968,https://picsum.photos/400/300?random=35288,自然豊かな散策が楽しめます。,53,False
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,639,True
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,白川郷民宿,36.254167,136.903831,,ゆっくりと宿泊できる施設です。,664,True
その他温泉旅6泊7日,16,7days,温泉|芸術|テーマパーク|レジャー|宿泊,川星読み,https://picsum.photos/800/600?random=35142,2|4|6|8|10|11,兼六園,36.561944,136.6625,,静かな空間で癒されます。,49,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,上野公園,35.712223,139.771118,https://picsum.photos/400/300?random=28978,自然豊かな散策が楽しめます。,92,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,ダイバーシティ東京,35.62521,139.77545,https://picsum.photos/400/300?random=48232,美味しいグルメが楽しめます。,81,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,東京ステーションホテル,35.681236,139.767125,,ゆっくりと宿泊できる施設です。,649,True
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,新宿御苑,35.685272,139.709442,,都会の喧騒を忘れさせてくれます。,65,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,六本木ヒルズ,35.659932,139.730214,,自然豊かな散策が楽しめます。,81,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,東京ステーションホテル,35.681236,139.767125,,ゆっくりと宿泊できる施設です。,517,True
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,明治神宮,35.675526,139.698578,https://picsum.photos/400/300?random=16047,迫力ある景観に感動します。,108,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,ダイバーシティ東京,35.62521,139.77545,,絶景が広がり写真映えします。,74,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,東京ステーションホテル,35.681236,139.767125,,ゆっくりと宿泊できる施設です。,529,True
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,ダイバーシティ東京,35.62521,139.77545,,旬の食材を味わえる名店です。,75,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,築地市場,35.66509,139.77,https://picsum.photos/400/300?random=9672,歴史と文化を感じられる名所です。,88,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,東京ステーションホテル,35.681236,139.767125,,ゆっくりと宿泊できる施設です。,679,True
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,東京タワー,35.658581,139.745438,https://picsum.photos/400/300?random=11527,静かな空間で癒されます。,89,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,秋葉原,35.702205,139.774146,https://picsum.photos/400/300?random=16332,絶景が広がり写真映えします。,74,False
東京中心温泉旅4泊5日,17,5days,レジャー|テーマパーク|歴史|絶景|宿泊,星空語り,https://picsum.photos/800/600?random=28174,3|6|9|12,秋葉原,35.702205,139.774146,https://picsum.photos/400/300?random=30451,静かな空間で癒されます。,77,False
その他文化体験日帰り,18,day,寺社|自然|祭り|ショッピング,鳥記者,https://picsum.photos/800/600?random=49269,,倉敷美観地区,34.595699,133.771701,,家族連れにも人気のスポットです。,96,False
その他文化体験日帰り,18,day,寺社|自然|祭り|ショッピング,鳥記者,https://picsum.photos/800/600?random=49269,,鳴門の渦潮,34.23833,134.65139,https://picsum.photos/400/300?random=15680,家族連れにも人気のスポットです。,88,False
その他文化体験日帰り,18,day,寺社|自然|祭り|ショッピング,鳥記者,https://picsum.photos/800/600?random=49269,,ねぶたの家ワ・ラッセ,40.829556,140.735944,https://picsum.photos/400/300?random=18726,自然豊かな散策が楽しめます。,47,False
その他文化体験日帰り,18,day,寺社|自然|祭り|ショッピング,鳥記者,https://picsum.photos/800/600?random=49269,,栗林公園,34.329591,134.043968,https://picsum.photos/400/300?random=35400,絶景が広がり写真映えします。,38,False
その他文化体験日帰り,18,day,寺社|自然|祭り|ショッピング,鳥記者,https://picsum.photos/800/600?random=49269,,弘前城,40.60694,140.46444,https://picsum.photos/400/300?random=25103,美味しいグルメが楽しめます。,75,False
その他文化体験日帰り,18,day,寺社|自然|祭り|ショッピング,鳥記者,https://picsum.photos/800/600?random=49269,,広島平和記念資料館,34.39556,132.45361,https://picsum.photos/400/300?random=27189,旬の食材を味わえる名店です。,51,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,深大寺,35.667466,139.55033,,迫力ある景観に感動します。,88,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,多摩動物公園,35.651,139.4019,https://picsum.photos/400/300?random=40781,静かな空間で癒されます。,61,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,三鷹の森ジブリ美術館,35.696233,139.570431,,四季折々の景色が楽しめます。,66,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,昭和記念公園,35.71,139.395,,絶景が広がり写真映えします。,101,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,高尾山温泉旅館,35.626,139.244,,ゆっくりと宿泊できる施設です。,526,True
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,多摩動物公園,35.651,139.4019,https://picsum.photos/400/300?random=24845,都会の喧騒を忘れさせてくれます。,73,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,三鷹の森ジブリ美術館,35.696233,139.570431,https://picsum.photos/400/300?random=22119,旬の食材を味わえる名店です。,47,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,多摩動物公園,35.651,139.4019,,旬の食材を味わえる名店です。,76,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,高尾山温泉旅館,35.626,139.244,,ゆっくりと宿泊できる施設です。,484,True
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,三鷹の森ジブリ美術館,35.696233,139.570431,,歴史と文化を感じられる名所です。,90,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,サンリオピューロランド,35.6246,139.4294,https://picsum.photos/400/300?random=42608,絶景が広がり写真映えします。,84,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,東京サマーランド,35.71778,139.27405,,歴史と文化を感じられる名所です。,84,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,高尾山温泉旅館,35.626,139.244,,ゆっくりと宿泊できる施設です。,531,True
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,多摩動物公園,35.651,139.4019,,四季折々の景色が楽しめます。,69,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,昭和記念公園,35.71,139.395,https://picsum.photos/400/300?random=31036,絶景が広がり写真映えします。,96,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,深大寺,35.667466,139.55033,,迫力ある景観に感動します。,74,False
東京郊外ショッピング3泊4日,19,4days,レジャー|ショッピング|歴史|寺社|宿泊,水晶の冒険者,https://picsum.photos/800/600?random=44509,5|9|13,昭和記念公園,35.71,139.395,https://picsum.photos/400/300?random=24176,美味しいグルメが楽しめます。,98,False
東京郊外ショッピング90分,20,90m,ファミリー|歴史|絶景,波詩人,https://picsum.photos/800/600?random=24597,,井の頭恩賜公園,35.70083,139.57417,,自然豊かな散策が楽しめます。,64,False
